Date,3we,XGBoost,Rndom_forest,Few_shot,Knn,Median,Mean,f_Fill,b_Fill,pm2.5
2019-02-04 19:00:00,70.52,70.52,70.52,70.52,70.52,70.52,70.52,70.52,70.52,70.52
2019-02-04 20:00:00,61.39,61.39,61.39,61.39,61.39,61.39,61.39,61.39,61.39,61.39
2019-02-04 21:00:00,59.94,59.94,59.94,59.94,59.94,59.94,59.94,59.94,59.94,59.94
2019-02-04 22:00:00,76.44,76.44,76.44,76.44,76.44,76.44,76.44,76.44,76.44,76.44
2019-02-04 23:00:00,98.54,98.54,98.54,98.54,98.54,98.54,98.54,98.54,98.54,98.54
2019-02-05 00:00:00,100.94,100.94,100.94,100.94,100.94,100.94,100.94,100.94,100.94,100.94
2019-02-05 01:00:00,96.25,96.25,96.25,96.25,96.25,96.25,96.25,96.25,96.25,96.25
2019-02-05 02:00:00,101.27,101.27,101.27,101.27,101.27,101.27,101.27,101.27,101.27,101.27
2019-02-05 03:00:00,103.88,103.88,103.88,103.88,103.88,103.88,103.88,103.88,103.88,103.88
2019-02-05 04:00:00,114.56,114.56,114.56,114.56,114.56,114.56,114.56,114.56,114.56,114.56
2019-02-05 05:00:00,108.15,108.15,108.15,108.15,108.15,108.15,108.15,108.15,108.15,108.15
2019-02-05 06:00:00,102.58,102.58,102.58,102.58,102.58,102.58,102.58,102.58,102.58,102.58
2019-02-05 07:00:00,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91
2019-02-05 08:00:00,97.26,97.26,97.26,97.26,97.26,97.26,97.26,97.26,97.26,97.26
2019-02-05 09:00:00,103.24,103.24,103.24,103.24,103.24,103.24,103.24,103.24,103.24,103.24
2019-02-05 10:00:00,110.72,110.72,110.72,110.72,110.72,110.72,110.72,110.72,110.72,110.72
2019-02-05 11:00:00,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94
2019-02-05 12:00:00,96.22,96.22,96.22,96.22,96.22,96.22,96.22,96.22,96.22,96.22
2019-02-05 13:00:00,95.22,95.22,95.22,95.22,95.22,95.22,95.22,95.22,95.22,95.22
2019-02-05 14:00:00,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.2
2019-02-05 15:00:00,63.91,63.91,63.91,63.91,63.91,63.91,63.91,63.91,63.91,63.91
2019-02-05 16:00:00,66.57,66.57,66.57,66.57,66.57,66.57,66.57,66.57,66.57,66.57
2019-02-05 17:00:00,69.14,69.14,69.14,69.14,69.14,69.14,69.14,69.14,69.14,69.14
2019-02-05 18:00:00,67.76,67.76,67.76,67.76,67.76,67.76,67.76,67.76,67.76,67.76
2019-02-05 19:00:00,69.69,69.69,69.69,69.69,69.69,69.69,69.69,69.69,69.69,69.69
2019-02-05 20:00:00,71.88,71.88,71.88,71.88,71.88,71.88,71.88,71.88,71.88,71.88
2019-02-05 21:00:00,64.14,64.14,64.14,64.14,64.14,64.14,64.14,64.14,64.14,64.14
2019-02-05 22:00:00,72.33,72.33,72.33,72.33,72.33,72.33,72.33,72.33,72.33,72.33
2019-02-05 23:00:00,85.9,85.9,85.9,85.9,85.9,85.9,85.9,85.9,85.9,85.9
2019-02-06 00:00:00,93.98,93.98,93.98,93.98,93.98,93.98,93.98,93.98,93.98,93.98
2019-02-06 01:00:00,88.85,88.85,88.85,88.85,88.85,88.85,88.85,88.85,88.85,88.85
2019-02-06 02:00:00,89.66,89.66,89.66,89.66,89.66,89.66,89.66,89.66,89.66,89.66
2019-02-06 03:00:00,100.79,100.79,100.79,100.79,100.79,100.79,100.79,100.79,100.79,100.79
2019-02-06 04:00:00,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01
2019-02-06 05:00:00,106.37,106.37,106.37,106.37,106.37,106.37,106.37,106.37,106.37,106.37
2019-02-06 06:00:00,114.35,114.35,114.35,114.35,114.35,114.35,114.35,114.35,114.35,114.35
2019-02-06 07:00:00,111.24,111.24,111.24,111.24,111.24,111.24,111.24,111.24,111.24,111.24
2019-02-06 08:00:00,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78
2019-02-06 09:00:00,144.8,144.8,144.8,144.8,144.8,144.8,144.8,144.8,144.8,144.8
2019-02-06 10:00:00,128.86,128.86,128.86,128.86,128.86,128.86,128.86,128.86,128.86,128.86
2019-02-06 11:00:00,98.88,98.88,98.88,98.88,98.88,98.88,98.88,98.88,98.88,98.88
2019-02-06 12:00:00,67.69,67.69,67.69,67.69,67.69,67.69,67.69,67.69,67.69,67.69
2019-02-06 13:00:00,48.81,48.81,48.81,48.81,48.81,48.81,48.81,48.81,48.81,48.81
2019-02-06 14:00:00,46.62,46.62,46.62,46.62,46.62,46.62,46.62,46.62,46.62,46.62
2019-02-06 15:00:00,46.14,46.14,46.14,46.14,46.14,46.14,46.14,46.14,46.14,46.14
2019-02-06 16:00:00,40.34,40.34,40.34,40.34,40.34,40.34,40.34,40.34,40.34,40.34
2019-02-06 17:00:00,38.54,38.54,38.54,38.54,38.54,38.54,38.54,38.54,38.54,38.54
2019-02-06 18:00:00,32.1,32.1,32.1,32.1,32.1,32.1,32.1,32.1,32.1,32.1
2019-02-06 19:00:00,33.68,33.68,33.68,33.68,33.68,33.68,33.68,33.68,33.68,33.68
2019-02-06 20:00:00,42.98,42.98,42.98,42.98,42.98,42.98,42.98,42.98,42.98,42.98
2019-02-06 21:00:00,60.62,60.62,60.62,60.62,60.62,60.62,60.62,60.62,60.62,60.62
2019-02-06 22:00:00,74.78,74.78,74.78,74.78,74.78,74.78,74.78,74.78,74.78,74.78
2019-02-06 23:00:00,76.84,76.84,76.84,76.84,76.84,76.84,76.84,76.84,76.84,76.84
2019-02-07 00:00:00,70.71,70.71,70.71,70.71,70.71,70.71,70.71,70.71,70.71,70.71
2019-02-07 01:00:00,65.44,65.44,65.44,65.44,65.44,65.44,65.44,65.44,65.44,65.44
2019-02-07 02:00:00,67.26,67.26,67.26,67.26,67.26,67.26,67.26,67.26,67.26,67.26
2019-02-07 03:00:00,56.58,56.58,56.58,56.58,56.58,56.58,56.58,56.58,56.58,56.58
2019-02-07 04:00:00,50.32,50.32,50.32,50.32,50.32,50.32,50.32,50.32,50.32,50.32
2019-02-07 05:00:00,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5
2019-02-07 06:00:00,42.39,42.39,42.39,42.39,42.39,42.39,42.39,42.39,42.39,42.39
2019-02-07 07:00:00,42.64,42.64,42.64,42.64,42.64,42.64,42.64,42.64,42.64,42.64
2019-02-07 08:00:00,37.25,37.25,37.25,37.25,37.25,37.25,37.25,37.25,37.25,37.25
2019-02-07 09:00:00,44.06,44.06,44.06,44.06,44.06,44.06,44.06,44.06,44.06,44.06
2019-02-07 10:00:00,39.72,39.72,39.72,39.72,39.72,39.72,39.72,39.72,39.72,39.72
2019-02-07 11:00:00,37.77,37.77,37.77,37.77,37.77,37.77,37.77,37.77,37.77,37.77
2019-02-07 12:00:00,33.66,33.66,33.66,33.66,33.66,33.66,33.66,33.66,33.66,33.66
2019-02-07 13:00:00,31.28,31.28,31.28,31.28,31.28,31.28,31.28,31.28,31.28,31.28
2019-02-07 14:00:00,29.48,29.48,29.48,29.48,29.48,29.48,29.48,29.48,29.48,29.48
2019-02-07 15:00:00,34.41,34.41,34.41,34.41,34.41,34.41,34.41,34.41,34.41,34.41
2019-02-07 16:00:00,31.69,31.69,31.69,31.69,31.69,31.69,31.69,31.69,31.69,31.69
2019-02-07 17:00:00,25.86,25.86,25.86,25.86,25.86,25.86,25.86,25.86,25.86,25.86
2019-02-07 18:00:00,18.68,18.68,18.68,18.68,18.68,18.68,18.68,18.68,18.68,18.68
2019-02-07 19:00:00,15.47,15.47,15.47,15.47,15.47,15.47,15.47,15.47,15.47,15.47
2019-02-07 20:00:00,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93
2019-02-07 21:00:00,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95
2019-02-07 22:00:00,32.76,32.76,32.76,32.76,32.76,32.76,32.76,32.76,32.76,32.76
2019-02-07 23:00:00,54.06,54.06,54.06,54.06,54.06,54.06,54.06,54.06,54.06,54.06
2019-02-08 00:00:00,61.75,61.75,61.75,61.75,61.75,61.75,61.75,61.75,61.75,61.75
2019-02-08 01:00:00,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1
2019-02-08 02:00:00,59.89,59.89,59.89,59.89,59.89,59.89,59.89,59.89,59.89,59.89
2019-02-08 03:00:00,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11
2019-02-08 04:00:00,67.24,67.24,67.24,67.24,67.24,67.24,67.24,67.24,67.24,67.24
2019-02-08 05:00:00,59.35,59.35,59.35,59.35,59.35,59.35,59.35,59.35,59.35,59.35
2019-02-08 06:00:00,65.41,65.41,65.41,65.41,65.41,65.41,65.41,65.41,65.41,65.41
2019-02-08 07:00:00,68.21,68.21,68.21,68.21,68.21,68.21,68.21,68.21,68.21,68.21
2019-02-08 08:00:00,79.33,79.33,79.33,79.33,79.33,79.33,79.33,79.33,79.33,79.33
2019-02-08 09:00:00,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28
2019-02-08 10:00:00,104.32,104.32,104.32,104.32,104.32,104.32,104.32,104.32,104.32,104.32
2019-02-08 11:00:00,103.85,103.85,103.85,103.85,103.85,103.85,103.85,103.85,103.85,103.85
2019-02-08 12:00:00,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1
2019-02-08 13:00:00,103.31,103.31,103.31,103.31,103.31,103.31,103.31,103.31,103.31,103.31
2019-02-08 14:00:00,97.84,97.84,97.84,97.84,97.84,97.84,97.84,97.84,97.84,97.84
2019-02-08 15:00:00,92.01,92.01,92.01,92.01,92.01,92.01,92.01,92.01,92.01,92.01
2019-02-08 16:00:00,97.88,97.88,97.88,97.88,97.88,97.88,97.88,97.88,97.88,97.88
2019-02-08 17:00:00,88.42,88.42,88.42,88.42,88.42,88.42,88.42,88.42,88.42,88.42
2019-02-08 18:00:00,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8
2019-02-08 19:00:00,79.97,79.97,79.97,79.97,79.97,79.97,79.97,79.97,79.97,79.97
2019-02-08 20:00:00,80.19,80.19,80.19,80.19,80.19,80.19,80.19,80.19,80.19,80.19
2019-02-08 21:00:00,85.33,85.33,85.33,85.33,85.33,85.33,85.33,85.33,85.33,85.33
2019-02-08 22:00:00,92.94,92.94,92.94,92.94,92.94,92.94,92.94,92.94,92.94,92.94
2019-02-08 23:00:00,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18
2019-02-09 00:00:00,112.61,112.61,112.61,112.61,112.61,112.61,112.61,112.61,112.61,112.61
2019-02-09 01:00:00,107.79,107.79,107.79,107.79,107.79,107.79,107.79,107.79,107.79,107.79
2019-02-09 02:00:00,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81
2019-02-09 03:00:00,116.16,116.16,116.16,116.16,116.16,116.16,116.16,116.16,116.16,116.16
2019-02-09 04:00:00,112.68,112.68,112.68,112.68,112.68,112.68,112.68,112.68,112.68,112.68
2019-02-09 05:00:00,107.27,107.27,107.27,107.27,107.27,107.27,107.27,107.27,107.27,107.27
2019-02-09 06:00:00,105.33,105.33,105.33,105.33,105.33,105.33,105.33,105.33,105.33,105.33
2019-02-09 07:00:00,90.19,90.19,90.19,90.19,90.19,90.19,90.19,90.19,90.19,90.19
2019-02-09 08:00:00,106.08,106.08,106.08,106.08,106.08,106.08,106.08,106.08,106.08,106.08
2019-02-09 09:00:00,115.53,115.53,115.53,115.53,115.53,115.53,115.53,115.53,115.53,115.53
2019-02-09 10:00:00,121.7,121.7,121.7,121.7,121.7,121.7,121.7,121.7,121.7,121.7
2019-02-09 11:00:00,115.81,115.81,115.81,115.81,115.81,115.81,115.81,115.81,115.81,115.81
2019-02-09 12:00:00,103.16,103.16,103.16,103.16,103.16,103.16,103.16,103.16,103.16,103.16
2019-02-09 13:00:00,88.27,88.27,88.27,88.27,88.27,88.27,88.27,88.27,88.27,88.27
2019-02-09 14:00:00,73.47,73.47,73.47,73.47,73.47,73.47,73.47,73.47,73.47,73.47
2019-02-09 15:00:00,76.91,76.91,76.91,76.91,76.91,76.91,76.91,76.91,76.91,76.91
2019-02-09 16:00:00,69.86,69.86,69.86,69.86,69.86,69.86,69.86,69.86,69.86,69.86
2019-02-09 17:00:00,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9
2019-02-09 18:00:00,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8
2019-02-09 19:00:00,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15
2019-02-09 20:00:00,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2
2019-02-09 21:00:00,45.11,45.11,45.11,45.11,45.11,45.11,45.11,45.11,45.11,45.11
2019-02-09 22:00:00,62.72,62.72,62.72,62.72,62.72,62.72,62.72,62.72,62.72,62.72
2019-02-09 23:00:00,57.76,57.76,57.76,57.76,57.76,57.76,57.76,57.76,57.76,57.76
2019-02-10 00:00:00,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09
2019-02-10 01:00:00,55.32,55.32,55.32,55.32,55.32,55.32,55.32,55.32,55.32,55.32
2019-02-10 02:00:00,46.81,46.81,46.81,46.81,46.81,46.81,46.81,46.81,46.81,46.81
2019-02-10 03:00:00,43.66,43.66,43.66,43.66,43.66,43.66,43.66,43.66,43.66,43.66
2019-02-10 04:00:00,61.52,61.52,61.52,61.52,61.52,61.52,61.52,61.52,61.52,61.52
2019-02-10 05:00:00,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89
2019-02-10 06:00:00,60.82,60.82,60.82,60.82,60.82,60.82,60.82,60.82,60.82,60.82
2019-02-10 07:00:00,62.29,62.29,62.29,62.29,62.29,62.29,62.29,62.29,62.29,62.29
2019-02-10 08:00:00,70.53,70.53,70.53,70.53,70.53,70.53,70.53,70.53,70.53,70.53
2019-02-10 09:00:00,73.09,73.09,73.09,73.09,73.09,73.09,73.09,73.09,73.09,73.09
2019-02-10 10:00:00,91.89,91.89,91.89,91.89,91.89,91.89,91.89,91.89,91.89,91.89
2019-02-10 11:00:00,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77
2019-02-10 12:00:00,85.7,85.7,85.7,85.7,85.7,85.7,85.7,85.7,85.7,85.7
2019-02-10 13:00:00,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74
2019-02-10 14:00:00,56.91,56.91,56.91,56.91,56.91,56.91,56.91,56.91,56.91,56.91
2019-02-10 15:00:00,57.08,57.08,57.08,57.08,57.08,57.08,57.08,57.08,57.08,57.08
2019-02-10 16:00:00,52.07,52.07,52.07,52.07,52.07,52.07,52.07,52.07,52.07,52.07
2019-02-10 17:00:00,45.82,45.82,45.82,45.82,45.82,45.82,45.82,45.82,45.82,45.82
2019-02-10 18:00:00,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59
2019-02-10 19:00:00,52.13,52.13,52.13,52.13,52.13,52.13,52.13,52.13,52.13,52.13
2019-02-10 20:00:00,52.07,52.07,52.07,52.07,52.07,52.07,52.07,52.07,52.07,52.07
2019-02-10 21:00:00,46.53,46.53,46.53,46.53,46.53,46.53,46.53,46.53,46.53,46.53
2019-02-10 22:00:00,44.35,44.35,44.35,44.35,44.35,44.35,44.35,44.35,44.35,44.35
2019-02-10 23:00:00,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91
2019-02-11 00:00:00,54.35,54.35,54.35,54.35,54.35,54.35,54.35,54.35,54.35,54.35
2019-02-11 01:00:00,59.23,59.23,59.23,59.23,59.23,59.23,59.23,59.23,59.23,59.23
2019-02-11 02:00:00,64.06,64.06,64.06,64.06,64.06,64.06,64.06,64.06,64.06,64.06
2019-02-11 03:00:00,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21
2019-02-11 04:00:00,72.42,72.42,72.42,72.42,72.42,72.42,72.42,72.42,72.42,72.42
2019-02-11 05:00:00,67.73,67.73,67.73,67.73,67.73,67.73,67.73,67.73,67.73,67.73
2019-02-11 06:00:00,66.53,66.53,66.53,66.53,66.53,66.53,66.53,66.53,66.53,66.53
2019-02-11 07:00:00,65.51,65.51,65.51,65.51,65.51,65.51,65.51,65.51,65.51,65.51
2019-02-11 08:00:00,65.67,65.67,65.67,65.67,65.67,65.67,65.67,65.67,65.67,65.67
2019-02-11 09:00:00,97.65,97.65,97.65,97.65,97.65,97.65,97.65,97.65,97.65,97.65
2019-02-11 10:00:00,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81
2019-02-11 11:00:00,132.22,132.22,132.22,132.22,132.22,132.22,132.22,132.22,132.22,132.22
2019-02-11 12:00:00,108.33,108.33,108.33,108.33,108.33,108.33,108.33,108.33,108.33,108.33
2019-02-11 13:00:00,80.88,80.88,80.88,80.88,80.88,80.88,80.88,80.88,80.88,80.88
2019-02-11 14:00:00,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46
2019-02-11 15:00:00,57.51,57.51,57.51,57.51,57.51,57.51,57.51,57.51,57.51,57.51
2019-02-11 16:00:00,54.11,54.11,54.11,54.11,54.11,54.11,54.11,54.11,54.11,54.11
2019-02-11 17:00:00,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95
2019-02-11 18:00:00,44.24,44.24,44.24,44.24,44.24,44.24,44.24,44.24,44.24,44.24
2019-02-11 19:00:00,41.82,41.82,41.82,41.82,41.82,41.82,41.82,41.82,41.82,41.82
2019-02-11 20:00:00,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0
2019-02-11 21:00:00,86.57,86.57,86.57,86.57,86.57,86.57,86.57,86.57,86.57,86.57
2019-02-11 22:00:00,101.06,101.06,101.06,101.06,101.06,101.06,101.06,101.06,101.06,101.06
2019-02-11 23:00:00,91.86,91.86,91.86,91.86,91.86,91.86,91.86,91.86,91.86,91.86
2019-02-12 00:00:00,87.47,87.47,87.47,87.47,87.47,87.47,87.47,87.47,87.47,87.47
2019-02-12 01:00:00,83.92,83.92,83.92,83.92,83.92,83.92,83.92,83.92,83.92,83.92
2019-02-12 02:00:00,79.32,79.32,79.32,79.32,79.32,79.32,79.32,79.32,79.32,79.32
2019-02-12 03:00:00,86.84,86.84,86.84,86.84,86.84,86.84,86.84,86.84,86.84,86.84
2019-02-12 04:00:00,84.78,84.78,84.78,84.78,84.78,84.78,84.78,84.78,84.78,84.78
2019-02-12 05:00:00,90.94,90.94,90.94,90.94,90.94,90.94,90.94,90.94,90.94,90.94
2019-02-12 06:00:00,95.05,95.05,95.05,95.05,95.05,95.05,95.05,95.05,95.05,95.05
2019-02-12 07:00:00,85.5,85.5,85.5,85.5,85.5,85.5,85.5,85.5,85.5,85.5
2019-02-12 08:00:00,95.07,95.07,95.07,95.07,95.07,95.07,95.07,95.07,95.07,95.07
2019-02-12 09:00:00,97.97,97.97,97.97,97.97,97.97,97.97,97.97,97.97,97.97,97.97
2019-02-12 10:00:00,109.28,109.28,109.28,109.28,109.28,109.28,109.28,109.28,109.28,109.28
2019-02-12 11:00:00,121.05,121.05,121.05,121.05,121.05,121.05,121.05,121.05,121.05,121.05
2019-02-12 12:00:00,115.25,115.25,115.25,115.25,115.25,115.25,115.25,115.25,115.25,115.25
2019-02-12 13:00:00,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99
2019-02-12 14:00:00,68.42,68.42,68.42,68.42,68.42,68.42,68.42,68.42,68.42,68.42
2019-02-12 15:00:00,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09
2019-02-12 16:00:00,50.54,50.54,50.54,50.54,50.54,50.54,50.54,50.54,50.54,50.54
2019-02-12 17:00:00,48.57,48.57,48.57,48.57,48.57,48.57,48.57,48.57,48.57,48.57
2019-02-12 18:00:00,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6
2019-02-12 19:00:00,36.95,36.95,36.95,36.95,36.95,36.95,36.95,36.95,36.95,36.95
2019-02-12 20:00:00,38.18,38.18,38.18,38.18,38.18,38.18,38.18,38.18,38.18,38.18
2019-02-12 21:00:00,48.71,48.71,48.71,48.71,48.71,48.71,48.71,48.71,48.71,48.71
2019-02-12 22:00:00,74.34,74.34,74.34,74.34,74.34,74.34,74.34,74.34,74.34,74.34
2019-02-12 23:00:00,102.02,102.02,102.02,102.02,102.02,102.02,102.02,102.02,102.02,102.02
2019-02-13 00:00:00,112.09,112.09,112.09,112.09,112.09,112.09,112.09,112.09,112.09,112.09
2019-02-13 01:00:00,124.43,124.43,124.43,124.43,124.43,124.43,124.43,124.43,124.43,124.43
2019-02-13 02:00:00,107.92,107.92,107.92,107.92,107.92,107.92,107.92,107.92,107.92,107.92
2019-02-13 03:00:00,93.54,93.54,93.54,93.54,93.54,93.54,93.54,93.54,93.54,93.54
2019-02-13 04:00:00,81.58,81.58,81.58,81.58,81.58,81.58,81.58,81.58,81.58,81.58
2019-02-13 05:00:00,73.05,73.05,73.05,73.05,73.05,73.05,73.05,73.05,73.05,73.05
2019-02-13 06:00:00,88.01,88.01,88.01,88.01,88.01,88.01,88.01,88.01,88.01,88.01
2019-02-13 07:00:00,81.13,81.13,81.13,81.13,81.13,81.13,81.13,81.13,81.13,81.13
2019-02-13 08:00:00,108.11,108.11,108.11,108.11,108.11,108.11,108.11,108.11,108.11,108.11
2019-02-13 09:00:00,137.38,137.38,137.38,137.38,137.38,137.38,137.38,137.38,137.38,137.38
2019-02-13 10:00:00,150.36,150.36,150.36,150.36,150.36,150.36,150.36,150.36,150.36,150.36
2019-02-13 11:00:00,156.4,156.4,156.4,156.4,156.4,156.4,156.4,156.4,156.4,156.4
2019-02-13 12:00:00,137.68,137.68,137.68,137.68,137.68,137.68,137.68,137.68,137.68,137.68
2019-02-13 13:00:00,113.62,113.62,113.62,113.62,113.62,113.62,113.62,113.62,113.62,113.62
2019-02-13 14:00:00,97.94,97.94,97.94,97.94,97.94,97.94,97.94,97.94,97.94,97.94
2019-02-13 15:00:00,88.16,88.16,88.16,88.16,88.16,88.16,88.16,88.16,88.16,88.16
2019-02-13 16:00:00,79.64,79.64,79.64,79.64,79.64,79.64,79.64,79.64,79.64,79.64
2019-02-13 17:00:00,61.87,61.87,61.87,61.87,61.87,61.87,61.87,61.87,61.87,61.87
2019-02-13 18:00:00,48.54,48.54,48.54,48.54,48.54,48.54,48.54,48.54,48.54,48.54
2019-02-13 19:00:00,37.27,37.27,37.27,37.27,37.27,37.27,37.27,37.27,37.27,37.27
2019-02-13 20:00:00,50.66,50.66,50.66,50.66,50.66,50.66,50.66,50.66,50.66,50.66
2019-02-13 21:00:00,44.99,44.99,44.99,44.99,44.99,44.99,44.99,44.99,44.99,44.99
2019-02-13 22:00:00,47.39,47.39,47.39,47.39,47.39,47.39,47.39,47.39,47.39,47.39
2019-02-13 23:00:00,54.84,54.84,54.84,54.84,54.84,54.84,54.84,54.84,54.84,54.84
2019-02-14 00:00:00,54.72,54.72,54.72,54.72,54.72,54.72,54.72,54.72,54.72,54.72
2019-02-14 01:00:00,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14
2019-02-14 02:00:00,54.84,54.84,54.84,54.84,54.84,54.84,54.84,54.84,54.84,54.84
2019-02-14 03:00:00,56.5,56.5,56.5,56.5,56.5,56.5,56.5,56.5,56.5,56.5
2019-02-14 04:00:00,61.15,61.15,61.15,61.15,61.15,61.15,61.15,61.15,61.15,61.15
2019-02-14 05:00:00,64.13,64.13,64.13,64.13,64.13,64.13,64.13,64.13,64.13,64.13
2019-02-14 06:00:00,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78
2019-02-14 07:00:00,51.16,51.16,51.16,51.16,51.16,51.16,51.16,51.16,51.16,51.16
2019-02-14 08:00:00,44.92,44.92,44.92,44.92,44.92,44.92,44.92,44.92,44.92,44.92
2019-02-14 09:00:00,62.39,62.39,62.39,62.39,62.39,62.39,62.39,62.39,62.39,62.39
2019-02-14 10:00:00,63.5,63.5,63.5,63.5,63.5,63.5,63.5,63.5,63.5,63.5
2019-02-14 11:00:00,63.58,63.58,63.58,63.58,63.58,63.58,63.58,63.58,63.58,63.58
2019-02-14 12:00:00,70.94,70.94,70.94,70.94,70.94,70.94,70.94,70.94,70.94,70.94
2019-02-14 13:00:00,70.59,70.59,70.59,70.59,70.59,70.59,70.59,70.59,70.59,70.59
2019-02-14 14:00:00,60.72,60.72,60.72,60.72,60.72,60.72,60.72,60.72,60.72,60.72
2019-02-14 15:00:00,52.24,52.24,52.24,52.24,52.24,52.24,52.24,52.24,52.24,52.24
2019-02-14 16:00:00,46.73,46.73,46.73,46.73,46.73,46.73,46.73,46.73,46.73,46.73
2019-02-14 17:00:00,47.66,47.66,47.66,47.66,47.66,47.66,47.66,47.66,47.66,47.66
2019-02-14 18:00:00,47.72,47.72,47.72,47.72,47.72,47.72,47.72,47.72,47.72,47.72
2019-02-14 19:00:00,45.39,45.39,45.39,45.39,45.39,45.39,45.39,45.39,45.39,45.39
2019-02-14 20:00:00,51.67,51.67,51.67,51.67,51.67,51.67,51.67,51.67,51.67,51.67
2019-02-14 21:00:00,64.05,64.05,64.05,64.05,64.05,64.05,64.05,64.05,64.05,64.05
2019-02-14 22:00:00,72.92,72.92,72.92,72.92,72.92,72.92,72.92,72.92,72.92,72.92
2019-02-14 23:00:00,89.82,89.82,89.82,89.82,89.82,89.82,89.82,89.82,89.82,89.82
2019-02-15 00:00:00,91.68,91.68,91.68,91.68,91.68,91.68,91.68,91.68,91.68,91.68
2019-02-15 01:00:00,108.54,108.54,108.54,108.54,108.54,108.54,108.54,108.54,108.54,108.54
2019-02-15 02:00:00,118.33,118.33,118.33,118.33,118.33,118.33,118.33,118.33,118.33,118.33
2019-02-15 03:00:00,121.95,121.95,121.95,121.95,121.95,121.95,121.95,121.95,121.95,121.95
2019-02-15 04:00:00,117.12,117.12,117.12,117.12,117.12,117.12,117.12,117.12,117.12,117.12
2019-02-15 05:00:00,100.47,100.47,100.47,100.47,100.47,100.47,100.47,100.47,100.47,100.47
2019-02-15 06:00:00,93.69,93.69,93.69,93.69,93.69,93.69,93.69,93.69,93.69,93.69
2019-02-15 07:00:00,89.55,89.55,89.55,89.55,89.55,89.55,89.55,89.55,89.55,89.55
2019-02-15 08:00:00,80.63,80.63,80.63,80.63,80.63,80.63,80.63,80.63,80.63,80.63
2019-02-15 09:00:00,94.09,94.09,94.09,94.09,94.09,94.09,94.09,94.09,94.09,94.09
2019-02-15 10:00:00,92.34,92.34,92.34,92.34,92.34,92.34,92.34,92.34,92.34,92.34
2019-02-15 11:00:00,101.66,101.66,101.66,101.66,101.66,101.66,101.66,101.66,101.66,101.66
2019-02-15 12:00:00,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35
2019-02-15 13:00:00,94.84,94.84,94.84,94.84,94.84,94.84,94.84,94.84,94.84,94.84
2019-02-15 14:00:00,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22
2019-02-15 15:00:00,79.86,79.86,79.86,79.86,79.86,79.86,79.86,79.86,79.86,79.86
2019-02-15 16:00:00,69.79,69.79,69.79,69.79,69.79,69.79,69.79,69.79,69.79,69.79
2019-02-15 17:00:00,61.84,61.84,61.84,61.84,61.84,61.84,61.84,61.84,61.84,61.84
