Date,3we,XGBoost,Rndom_forest,Few_shot,Knn,Median,Mean,f_Fill,b_Fill,pm2.5
2020-04-26 04:00:00,23.86,23.86,23.86,23.86,23.86,23.86,23.86,23.86,23.86,23.86
2020-04-26 05:00:00,25.64,25.64,25.64,25.64,25.64,25.64,25.64,25.64,25.64,25.64
2020-04-26 06:00:00,28.38,28.38,28.38,28.38,28.38,28.38,28.38,28.38,28.38,28.38
2020-04-26 07:00:00,25.18,25.18,25.18,25.18,25.18,25.18,25.18,25.18,25.18,25.18
2020-04-26 08:00:00,20.22,20.22,20.22,20.22,20.22,20.22,20.22,20.22,20.22,20.22
2020-04-26 09:00:00,21.28,21.28,21.28,21.28,21.28,21.28,21.28,21.28,21.28,21.28
2020-04-26 10:00:00,24.39,24.39,24.39,24.39,24.39,24.39,24.39,24.39,24.39,24.39
2020-04-26 11:00:00,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25
2020-04-26 12:00:00,23.34,23.34,23.34,23.34,23.34,23.34,23.34,23.34,23.34,23.34
2020-04-26 13:00:00,23.39,23.39,23.39,23.39,23.39,23.39,23.39,23.39,23.39,23.39
2020-04-26 14:00:00,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25
2020-04-26 15:00:00,18.78,18.78,18.78,18.78,18.78,18.78,18.78,18.78,18.78,18.78
2020-04-26 16:00:00,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
2020-04-26 17:00:00,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14
2020-04-26 18:00:00,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2
2020-04-26 19:00:00,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89
2020-04-26 20:00:00,19.91,19.91,19.91,19.91,19.91,19.91,19.91,19.91,19.91,19.91
2020-04-26 21:00:00,22.57,22.57,22.57,22.57,22.57,22.57,22.57,22.57,22.57,22.57
2020-04-26 22:00:00,24.29,24.29,24.29,24.29,24.29,24.29,24.29,24.29,24.29,24.29
2020-04-26 23:00:00,29.01,29.01,29.01,29.01,29.01,29.01,29.01,29.01,29.01,29.01
2020-04-27 00:00:00,28.79,28.79,28.79,28.79,28.79,28.79,28.79,28.79,28.79,28.79
2020-04-27 01:00:00,24.05,24.05,24.05,24.05,24.05,24.05,24.05,24.05,24.05,24.05
2020-04-27 02:00:00,27.69,27.69,27.69,27.69,27.69,27.69,27.69,27.69,27.69,27.69
2020-04-27 03:00:00,26.16,26.16,26.16,26.16,26.16,26.16,26.16,26.16,26.16,26.16
2020-04-27 04:00:00,25.79,25.79,25.79,25.79,25.79,25.79,25.79,25.79,25.79,25.79
2020-04-27 05:00:00,28.05,28.05,28.05,28.05,28.05,28.05,28.05,28.05,28.05,28.05
2020-04-27 06:00:00,30.51,30.51,30.51,30.51,30.51,30.51,30.51,30.51,30.51,30.51
2020-04-27 07:00:00,26.34,26.34,26.34,26.34,26.34,26.34,26.34,26.34,26.34,26.34
2020-04-27 08:00:00,22.28,22.28,22.28,22.28,22.28,22.28,22.28,22.28,22.28,22.28
2020-04-27 09:00:00,26.66,26.66,26.66,26.66,26.66,26.66,26.66,26.66,26.66,26.66
2020-04-27 10:00:00,28.53,28.53,28.53,28.53,28.53,28.53,28.53,28.53,28.53,28.53
2020-04-27 11:00:00,26.93,26.93,26.93,26.93,26.93,26.93,26.93,26.93,26.93,26.93
2020-04-27 12:00:00,29.93,29.93,29.93,29.93,29.93,29.93,29.93,29.93,29.93,29.93
2020-04-27 13:00:00,30.16,30.16,30.16,30.16,30.16,30.16,30.16,30.16,30.16,30.16
2020-04-27 14:00:00,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7
2020-04-27 15:00:00,33.58,33.58,33.58,33.58,33.58,33.58,33.58,33.58,33.58,33.58
2020-04-27 16:00:00,30.77,30.77,30.77,30.77,30.77,30.77,30.77,30.77,30.77,30.77
2020-04-27 17:00:00,30.94,30.94,30.94,30.94,30.94,30.94,30.94,30.94,30.94,30.94
2020-04-27 18:00:00,28.31,28.31,28.31,28.31,28.31,28.31,28.31,28.31,28.31,28.31
2020-04-27 19:00:00,25.76,25.76,25.76,25.76,25.76,25.76,25.76,25.76,25.76,25.76
2020-04-27 20:00:00,27.49,27.49,27.49,27.49,27.49,27.49,27.49,27.49,27.49,27.49
2020-04-27 21:00:00,26.78,26.78,26.78,26.78,26.78,26.78,26.78,26.78,26.78,26.78
2020-04-27 22:00:00,26.43,26.43,26.43,26.43,26.43,26.43,26.43,26.43,26.43,26.43
2020-04-27 23:00:00,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9
2020-04-28 00:00:00,27.74,27.74,27.74,27.74,27.74,27.74,27.74,27.74,27.74,27.74
2020-04-28 01:00:00,26.77,26.77,26.77,26.77,26.77,26.77,26.77,26.77,26.77,26.77
2020-04-28 02:00:00,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2
2020-04-28 03:00:00,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
2020-04-28 04:00:00,20.63,20.63,20.63,20.63,20.63,20.63,20.63,20.63,20.63,20.63
2020-04-28 05:00:00,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59
2020-04-28 06:00:00,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62
2020-04-28 07:00:00,22.17,22.17,22.17,22.17,22.17,22.17,22.17,22.17,22.17,22.17
2020-04-28 08:00:00,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2
2020-04-28 09:00:00,22.96,22.96,22.96,22.96,22.96,22.96,22.96,22.96,22.96,22.96
2020-04-28 10:00:00,33.62,33.62,33.62,33.62,33.62,33.62,33.62,33.62,33.62,33.62
2020-04-28 11:00:00,35.87,35.87,35.87,35.87,35.87,35.87,35.87,35.87,35.87,35.87
2020-04-28 12:00:00,37.06,37.06,37.06,37.06,37.06,37.06,37.06,37.06,37.06,37.06
2020-04-28 13:00:00,36.11,36.11,36.11,36.11,36.11,36.11,36.11,36.11,36.11,36.11
2020-04-28 14:00:00,36.18,36.18,36.18,36.18,36.18,36.18,36.18,36.18,36.18,36.18
2020-04-28 15:00:00,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0
2020-04-28 16:00:00,44.49,44.49,44.49,44.49,44.49,44.49,44.49,44.49,44.49,44.49
2020-04-28 17:00:00,43.47,43.47,43.47,43.47,43.47,43.47,43.47,43.47,43.47,43.47
2020-04-28 18:00:00,36.29,36.29,36.29,36.29,36.29,36.29,36.29,36.29,36.29,36.29
2020-04-28 19:00:00,37.27,37.27,37.27,37.27,37.27,37.27,37.27,37.27,37.27,37.27
2020-04-28 20:00:00,38.94,38.94,38.94,38.94,38.94,38.94,38.94,38.94,38.94,38.94
2020-04-28 21:00:00,34.95,34.95,34.95,34.95,34.95,34.95,34.95,34.95,34.95,34.95
2020-04-28 22:00:00,40.03,40.03,40.03,40.03,40.03,40.03,40.03,40.03,40.03,40.03
2020-04-28 23:00:00,38.19,38.19,38.19,38.19,38.19,38.19,38.19,38.19,38.19,38.19
2020-04-29 00:00:00,39.22,39.22,39.22,39.22,39.22,39.22,39.22,39.22,39.22,39.22
2020-04-29 01:00:00,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39
2020-04-29 02:00:00,39.55,39.55,39.55,39.55,39.55,39.55,39.55,39.55,39.55,39.55
2020-04-29 03:00:00,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37
2020-04-29 04:00:00,27.52,27.52,27.52,27.52,27.52,27.52,27.52,27.52,27.52,27.52
2020-04-29 05:00:00,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2
2020-04-29 06:00:00,29.02,29.02,29.02,29.02,29.02,29.02,29.02,29.02,29.02,29.02
2020-04-29 07:00:00,35.12,35.12,35.12,35.12,35.12,35.12,35.12,35.12,35.12,35.12
2020-04-29 08:00:00,39.43,39.43,39.43,39.43,39.43,39.43,39.43,39.43,39.43,39.43
2020-04-29 09:00:00,33.94,33.94,33.94,33.94,33.94,33.94,33.94,33.94,33.94,33.94
2020-04-29 10:00:00,41.88,41.88,41.88,41.88,41.88,41.88,41.88,41.88,41.88,41.88
2020-04-29 11:00:00,58.83,58.83,58.83,58.83,58.83,58.83,58.83,58.83,58.83,58.83
2020-04-29 12:00:00,61.4,61.4,61.4,61.4,61.4,61.4,61.4,61.4,61.4,61.4
2020-04-29 13:00:00,57.6,57.6,57.6,57.6,57.6,57.6,57.6,57.6,57.6,57.6
2020-04-29 14:00:00,58.35,58.35,58.35,58.35,58.35,58.35,58.35,58.35,58.35,58.35
2020-04-29 15:00:00,54.82,54.82,54.82,54.82,54.82,54.82,54.82,54.82,54.82,54.82
2020-04-29 16:00:00,46.44,46.44,46.44,46.44,46.44,46.44,46.44,46.44,46.44,46.44
2020-04-29 17:00:00,36.88,36.88,36.88,36.88,36.88,36.88,36.88,36.88,36.88,36.88
2020-04-29 18:00:00,37.58,37.58,37.58,37.58,37.58,37.58,37.58,37.58,37.58,37.58
2020-04-29 19:00:00,38.24,38.24,38.24,38.24,38.24,38.24,38.24,38.24,38.24,38.24
2020-04-29 20:00:00,36.22,36.22,36.22,36.22,36.22,36.22,36.22,36.22,36.22,36.22
2020-04-29 21:00:00,36.12,36.12,36.12,36.12,36.12,36.12,36.12,36.12,36.12,36.12
2020-04-29 22:00:00,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7
2020-04-29 23:00:00,26.07,26.07,26.07,26.07,26.07,26.07,26.07,26.07,26.07,26.07
2020-04-30 00:00:00,21.41050571,38.28565816,38.79494881,48.88,58.47354437,48.88,58.47354437,26.07,31.62,
2020-04-30 01:00:00,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62
2020-04-30 02:00:00,35.42,35.42,35.42,35.42,35.42,35.42,35.42,35.42,35.42,35.42
2020-04-30 03:00:00,35.34,35.34,35.34,35.34,35.34,35.34,35.34,35.34,35.34,35.34
2020-04-30 04:00:00,39.3,39.3,39.3,39.3,39.3,39.3,39.3,39.3,39.3,39.3
2020-04-30 05:00:00,36.86,36.86,36.86,36.86,36.86,36.86,36.86,36.86,36.86,36.86
2020-04-30 06:00:00,34.17,34.17,34.17,34.17,34.17,34.17,34.17,34.17,34.17,34.17
2020-04-30 07:00:00,36.84,36.84,36.84,36.84,36.84,36.84,36.84,36.84,36.84,36.84
2020-04-30 08:00:00,37.01,37.01,37.01,37.01,37.01,37.01,37.01,37.01,37.01,37.01
2020-04-30 09:00:00,29.25,29.25,29.25,29.25,29.25,29.25,29.25,29.25,29.25,29.25
2020-04-30 10:00:00,25.57,25.57,25.57,25.57,25.57,25.57,25.57,25.57,25.57,25.57
2020-04-30 11:00:00,22.91,22.91,22.91,22.91,22.91,22.91,22.91,22.91,22.91,22.91
2020-04-30 12:00:00,21.93,21.93,21.93,21.93,21.93,21.93,21.93,21.93,21.93,21.93
2020-04-30 13:00:00,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91
2020-04-30 14:00:00,29.11,29.11,29.11,29.11,29.11,29.11,29.11,29.11,29.11,29.11
2020-04-30 15:00:00,25.84,25.84,25.84,25.84,25.84,25.84,25.84,25.84,25.84,25.84
2020-04-30 16:00:00,27.93,27.93,27.93,27.93,27.93,27.93,27.93,27.93,27.93,27.93
2020-04-30 17:00:00,29.12,29.12,29.12,29.12,29.12,29.12,29.12,29.12,29.12,29.12
2020-04-30 18:00:00,24.08,24.08,24.08,24.08,24.08,24.08,24.08,24.08,24.08,24.08
2020-04-30 19:00:00,25.64,25.64,25.64,25.64,25.64,25.64,25.64,25.64,25.64,25.64
2020-04-30 20:00:00,28.24,28.24,28.24,28.24,28.24,28.24,28.24,28.24,28.24,28.24
2020-04-30 21:00:00,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
2020-04-30 22:00:00,31.09,31.09,31.09,31.09,31.09,31.09,31.09,31.09,31.09,31.09
2020-04-30 23:00:00,28.94,28.94,28.94,28.94,28.94,28.94,28.94,28.94,28.94,28.94
2020-05-01 00:00:00,29.26,29.26,29.26,29.26,29.26,29.26,29.26,29.26,29.26,29.26
2020-05-01 01:00:00,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6
2020-05-01 02:00:00,28.75,28.75,28.75,28.75,28.75,28.75,28.75,28.75,28.75,28.75
2020-05-01 03:00:00,32.62,32.62,32.62,32.62,32.62,32.62,32.62,32.62,32.62,32.62
2020-05-01 04:00:00,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14
2020-05-01 05:00:00,26.92,26.92,26.92,26.92,26.92,26.92,26.92,26.92,26.92,26.92
2020-05-01 06:00:00,25.85,25.85,25.85,25.85,25.85,25.85,25.85,25.85,25.85,25.85
2020-05-01 07:00:00,20.54,20.54,20.54,20.54,20.54,20.54,20.54,20.54,20.54,20.54
2020-05-01 08:00:00,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4
2020-05-01 09:00:00,28.88,28.88,28.88,28.88,28.88,28.88,28.88,28.88,28.88,28.88
2020-05-01 10:00:00,37.61,37.61,37.61,37.61,37.61,37.61,37.61,37.61,37.61,37.61
2020-05-01 11:00:00,36.2,36.2,36.2,36.2,36.2,36.2,36.2,36.2,36.2,36.2
2020-05-01 12:00:00,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44
2020-05-01 13:00:00,29.44,29.44,29.44,29.44,29.44,29.44,29.44,29.44,29.44,29.44
2020-05-01 14:00:00,29.36,29.36,29.36,29.36,29.36,29.36,29.36,29.36,29.36,29.36
2020-05-01 15:00:00,30.99,30.99,30.99,30.99,30.99,30.99,30.99,30.99,30.99,30.99
2020-05-01 16:00:00,36.62,36.62,36.62,36.62,36.62,36.62,36.62,36.62,36.62,36.62
2020-05-01 17:00:00,44.89,44.89,44.89,44.89,44.89,44.89,44.89,44.89,44.89,44.89
2020-05-01 18:00:00,35.89,35.89,35.89,35.89,35.89,35.89,35.89,35.89,35.89,35.89
2020-05-01 19:00:00,35.31,35.31,35.31,35.31,35.31,35.31,35.31,35.31,35.31,35.31
2020-05-01 20:00:00,32.23,32.23,32.23,32.23,32.23,32.23,32.23,32.23,32.23,32.23
2020-05-01 21:00:00,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39
2020-05-01 22:00:00,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2
2020-05-01 23:00:00,20.91,20.91,20.91,20.91,20.91,20.91,20.91,20.91,20.91,20.91
2020-05-02 00:00:00,26.93,26.93,26.93,26.93,26.93,26.93,26.93,26.93,26.93,26.93
2020-05-02 01:00:00,27.88,27.88,27.88,27.88,27.88,27.88,27.88,27.88,27.88,27.88
2020-05-02 02:00:00,26.45,26.45,26.45,26.45,26.45,26.45,26.45,26.45,26.45,26.45
2020-05-02 03:00:00,28.39,28.39,28.39,28.39,28.39,28.39,28.39,28.39,28.39,28.39
2020-05-02 04:00:00,30.72,30.72,30.72,30.72,30.72,30.72,30.72,30.72,30.72,30.72
2020-05-02 05:00:00,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3
2020-05-02 06:00:00,26.19,26.19,26.19,26.19,26.19,26.19,26.19,26.19,26.19,26.19
2020-05-02 07:00:00,21.97,21.97,21.97,21.97,21.97,21.97,21.97,21.97,21.97,21.97
2020-05-02 08:00:00,17.36,17.36,17.36,17.36,17.36,17.36,17.36,17.36,17.36,17.36
2020-05-02 09:00:00,17.69,17.69,17.69,17.69,17.69,17.69,17.69,17.69,17.69,17.69
2020-05-02 10:00:00,23.19,23.19,23.19,23.19,23.19,23.19,23.19,23.19,23.19,23.19
2020-05-02 11:00:00,19.72,19.72,19.72,19.72,19.72,19.72,19.72,19.72,19.72,19.72
2020-05-02 12:00:00,19.96,19.96,19.96,19.96,19.96,19.96,19.96,19.96,19.96,19.96
2020-05-02 13:00:00,21.76,21.76,21.76,21.76,21.76,21.76,21.76,21.76,21.76,21.76
2020-05-02 14:00:00,20.18,20.18,20.18,20.18,20.18,20.18,20.18,20.18,20.18,20.18
2020-05-02 15:00:00,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5
2020-05-02 16:00:00,24.72,24.72,24.72,24.72,24.72,24.72,24.72,24.72,24.72,24.72
2020-05-02 17:00:00,27.42,27.42,27.42,27.42,27.42,27.42,27.42,27.42,27.42,27.42
2020-05-02 18:00:00,31.26,31.26,31.26,31.26,31.26,31.26,31.26,31.26,31.26,31.26
2020-05-02 19:00:00,24.63,24.63,24.63,24.63,24.63,24.63,24.63,24.63,24.63,24.63
2020-05-02 20:00:00,25.48,25.48,25.48,25.48,25.48,25.48,25.48,25.48,25.48,25.48
2020-05-02 21:00:00,28.99,28.99,28.99,28.99,28.99,28.99,28.99,28.99,28.99,28.99
2020-05-02 22:00:00,32.07,32.07,32.07,32.07,32.07,32.07,32.07,32.07,32.07,32.07
2020-05-02 23:00:00,31.59,31.59,31.59,31.59,31.59,31.59,31.59,31.59,31.59,31.59
2020-05-03 00:00:00,28.48,28.48,28.48,28.48,28.48,28.48,28.48,28.48,28.48,28.48
2020-05-03 01:00:00,29.82,29.82,29.82,29.82,29.82,29.82,29.82,29.82,29.82,29.82
2020-05-03 02:00:00,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7
2020-05-03 03:00:00,22.05,22.05,22.05,22.05,22.05,22.05,22.05,22.05,22.05,22.05
2020-05-03 04:00:00,19.98,19.98,19.98,19.98,19.98,19.98,19.98,19.98,19.98,19.98
2020-05-03 05:00:00,16.68,16.68,16.68,16.68,16.68,16.68,16.68,16.68,16.68,16.68
2020-05-03 06:00:00,17.68,17.68,17.68,17.68,17.68,17.68,17.68,17.68,17.68,17.68
2020-05-03 07:00:00,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93
2020-05-03 08:00:00,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1
2020-05-03 09:00:00,14.23,14.23,14.23,14.23,14.23,14.23,14.23,14.23,14.23,14.23
2020-05-03 10:00:00,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44
2020-05-03 11:00:00,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84
2020-05-03 12:00:00,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64
2020-05-03 13:00:00,25.34,25.34,25.34,25.34,25.34,25.34,25.34,25.34,25.34,25.34
2020-05-03 14:00:00,21.43,21.43,21.43,21.43,21.43,21.43,21.43,21.43,21.43,21.43
2020-05-03 15:00:00,18.21,18.21,18.21,18.21,18.21,18.21,18.21,18.21,18.21,18.21
2020-05-03 16:00:00,19.97,19.97,19.97,19.97,19.97,19.97,19.97,19.97,19.97,19.97
2020-05-03 17:00:00,20.33,20.33,20.33,20.33,20.33,20.33,20.33,20.33,20.33,20.33
2020-05-03 18:00:00,19.22,19.22,19.22,19.22,19.22,19.22,19.22,19.22,19.22,19.22
2020-05-03 19:00:00,20.15,20.15,20.15,20.15,20.15,20.15,20.15,20.15,20.15,20.15
2020-05-03 20:00:00,25.79,25.79,25.79,25.79,25.79,25.79,25.79,25.79,25.79,25.79
2020-05-03 21:00:00,29.72,29.72,29.72,29.72,29.72,29.72,29.72,29.72,29.72,29.72
2020-05-03 22:00:00,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9
2020-05-03 23:00:00,23.91,23.91,23.91,23.91,23.91,23.91,23.91,23.91,23.91,23.91
2020-05-04 00:00:00,20.05,20.05,20.05,20.05,20.05,20.05,20.05,20.05,20.05,20.05
2020-05-04 01:00:00,17.61,17.61,17.61,17.61,17.61,17.61,17.61,17.61,17.61,17.61
2020-05-04 02:00:00,21.58,21.58,21.58,21.58,21.58,21.58,21.58,21.58,21.58,21.58
2020-05-04 03:00:00,22.03,22.03,22.03,22.03,22.03,22.03,22.03,22.03,22.03,22.03
2020-05-04 04:00:00,22.82,22.82,22.82,22.82,22.82,22.82,22.82,22.82,22.82,22.82
2020-05-04 05:00:00,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1
2020-05-04 06:00:00,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04
2020-05-04 07:00:00,21.34,21.34,21.34,21.34,21.34,21.34,21.34,21.34,21.34,21.34
2020-05-04 08:00:00,18.3293905,14.67569395,14.63605594,48.88,58.47354437,48.88,58.47354437,21.34,37.1,
2020-05-04 09:00:00,17.33838469,15.5885194,15.72991027,48.88,58.47354437,48.88,58.47354437,21.34,37.1,
2020-05-04 10:00:00,19.75275075,20.62764735,20.44896838,48.88,58.47354437,48.88,58.47354437,21.34,37.1,
2020-05-04 11:00:00,20.14164387,21.35425327,21.68922239,48.88,58.47354437,48.88,58.47354437,21.34,37.1,
2020-05-04 12:00:00,19.12863361,23.46791835,23.21258354,48.88,58.47354437,48.88,58.47354437,21.34,37.1,
2020-05-04 13:00:00,21.35745019,24.04616657,24.48048424,48.88,58.47354437,48.88,58.47354437,21.34,37.1,
2020-05-04 14:00:00,19.07405204,21.14840409,21.97677254,48.88,58.47354437,48.88,58.47354437,21.34,37.1,
2020-05-04 15:00:00,19.61209728,19.16581433,19.57603691,48.88,58.47354437,48.88,58.47354437,21.34,37.1,
2020-05-04 16:00:00,20.22073434,20.25749549,20.47359235,48.88,58.47354437,48.88,58.47354437,21.34,37.1,
2020-05-04 17:00:00,25.04901577,20.72931097,20.7734348,48.88,58.47354437,48.88,58.47354437,21.34,37.1,
2020-05-04 18:00:00,21.04922654,20.38361609,20.16913276,48.88,58.47354437,48.88,58.47354437,21.34,37.1,
2020-05-04 19:00:00,23.34947225,20.85040953,20.3769492,48.88,58.47354437,48.88,58.47354437,21.34,37.1,
2020-05-04 20:00:00,25.45045613,24.43344614,24.57218632,48.88,58.47354437,48.88,58.47354437,21.34,37.1,
2020-05-04 21:00:00,29.58703727,27.28403599,28.00444796,48.88,58.47354437,48.88,58.47354437,21.34,37.1,
2020-05-04 22:00:00,28.83811043,28.39833453,28.78841011,48.88,58.47354437,48.88,58.47354437,21.34,37.1,
2020-05-04 23:00:00,29.04263967,24.44547903,24.4845715,48.88,58.47354437,48.88,58.47354437,21.34,37.1,
2020-05-05 00:00:00,25.54874844,20.95179293,21.16012974,48.88,58.47354437,48.88,58.47354437,21.34,37.1,
2020-05-05 01:00:00,22.4310338,19.834392,19.61698862,48.88,58.47354437,48.88,58.47354437,21.34,37.1,
2020-05-05 02:00:00,19.61691711,21.77815919,21.60353997,48.88,58.47354437,48.88,58.47354437,21.34,37.1,
2020-05-05 03:00:00,24.41383698,22.21654533,21.86811359,48.88,58.47354437,48.88,58.47354437,21.34,37.1,
2020-05-05 04:00:00,24.67700034,22.36322537,22.23299976,48.88,58.47354437,48.88,58.47354437,21.34,37.1,
2020-05-05 05:00:00,24.65517963,24.65171396,25.12094927,48.88,58.47354437,48.88,58.47354437,21.34,37.1,
2020-05-05 06:00:00,26.14431949,25.40846487,25.6938036,48.88,58.47354437,48.88,58.47354437,21.34,37.1,
2020-05-05 07:00:00,23.74320082,21.71499608,22.10629295,48.88,58.47354437,48.88,58.47354437,21.34,37.1,
2020-05-05 08:00:00,22.11592297,16.09744251,16.04200972,48.88,58.47354437,48.88,58.47354437,21.34,37.1,
2020-05-05 09:00:00,20.95501092,17.5401026,17.62917265,48.88,58.47354437,48.88,58.47354437,21.34,37.1,
2020-05-05 10:00:00,22.27926605,20.47757924,20.51345218,48.88,58.47354437,48.88,58.47354437,21.34,37.1,
2020-05-05 11:00:00,21.57084784,21.35425327,21.61396182,48.88,58.47354437,48.88,58.47354437,21.34,37.1,
2020-05-05 12:00:00,23.16879267,23.36275568,22.94869413,48.88,58.47354437,48.88,58.47354437,21.34,37.1,
2020-05-05 13:00:00,24.68421824,23.08751679,23.99196843,48.88,58.47354437,48.88,58.47354437,21.34,37.1,
2020-05-05 14:00:00,23.97065052,21.18557813,22.2023412,48.88,58.47354437,48.88,58.47354437,21.34,37.1,
2020-05-05 15:00:00,24.21588419,19.84714181,20.34362205,48.88,58.47354437,48.88,58.47354437,21.34,37.1,
2020-05-05 16:00:00,23.27224537,20.25749549,20.74860468,48.88,58.47354437,48.88,58.47354437,21.34,37.1,
2020-05-05 17:00:00,23.57992915,20.68545179,21.02402205,48.88,58.47354437,48.88,58.47354437,21.34,37.1,
2020-05-05 18:00:00,22.24532677,20.96760691,20.63781021,48.88,58.47354437,48.88,58.47354437,21.34,37.1,
2020-05-05 19:00:00,25.57848352,21.11616294,20.58166491,48.88,58.47354437,48.88,58.47354437,21.34,37.1,
2020-05-05 20:00:00,22.99547731,23.57242051,23.84298416,48.88,58.47354437,48.88,58.47354437,21.34,37.1,
2020-05-05 21:00:00,22.83352822,25.34225579,26.27254156,48.88,58.47354437,48.88,58.47354437,21.34,37.1,
2020-05-05 22:00:00,26.12270098,26.28351583,27.90710235,48.88,58.47354437,48.88,58.47354437,21.34,37.1,
2020-05-05 23:00:00,25.77535064,24.36207855,24.52381046,48.88,58.47354437,48.88,58.47354437,21.34,37.1,
2020-05-06 00:00:00,22.35023818,21.21754634,21.86312264,48.88,58.47354437,48.88,58.47354437,21.34,37.1,
2020-05-06 01:00:00,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1
2020-05-06 02:00:00,36.58,36.58,36.58,36.58,36.58,36.58,36.58,36.58,36.58,36.58
2020-05-06 03:00:00,35.99,35.99,35.99,35.99,35.99,35.99,35.99,35.99,35.99,35.99
2020-05-06 04:00:00,36.05,36.05,36.05,36.05,36.05,36.05,36.05,36.05,36.05,36.05
2020-05-06 05:00:00,41.03,41.03,41.03,41.03,41.03,41.03,41.03,41.03,41.03,41.03
2020-05-06 06:00:00,36.36,36.36,36.36,36.36,36.36,36.36,36.36,36.36,36.36,36.36
2020-05-06 07:00:00,30.62,30.62,30.62,30.62,30.62,30.62,30.62,30.62,30.62,30.62
2020-05-06 08:00:00,31.99,31.99,31.99,31.99,31.99,31.99,31.99,31.99,31.99,31.99
2020-05-06 09:00:00,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
2020-05-06 10:00:00,22.81,22.81,22.81,22.81,22.81,22.81,22.81,22.81,22.81,22.81
2020-05-06 11:00:00,18.78,18.78,18.78,18.78,18.78,18.78,18.78,18.78,18.78,18.78
2020-05-06 12:00:00,20.83,20.83,20.83,20.83,20.83,20.83,20.83,20.83,20.83,20.83
2020-05-06 13:00:00,23.43,23.43,23.43,23.43,23.43,23.43,23.43,23.43,23.43,23.43
2020-05-06 14:00:00,22.91,22.91,22.91,22.91,22.91,22.91,22.91,22.91,22.91,22.91
2020-05-06 15:00:00,19.3508678,20.71939425,20.78291454,48.88,58.47354437,48.88,58.47354437,22.91,23.82,
2020-05-06 16:00:00,19.36786983,20.86503714,20.87086991,48.88,58.47354437,48.88,58.47354437,22.91,23.82,
2020-05-06 17:00:00,17.84309077,21.10420466,21.11256536,48.88,58.47354437,48.88,58.47354437,22.91,23.82,
2020-05-06 18:00:00,17.63628681,21.1914208,20.68941503,48.88,58.47354437,48.88,58.47354437,22.91,23.82,
2020-05-06 19:00:00,17.83353172,21.29998609,20.58431539,48.88,58.47354437,48.88,58.47354437,22.91,23.82,
