,Date,5we,3we,XGBoost,Rndom_forest,Few_shot,Knn,Median,Mean,f_Fill,b_Fill,pm2.5
0,2019-02-04 19:00:00,70.52,70.52,70.52,70.52,70.52,70.52,70.52,70.52,70.52,70.52,70.52
1,2019-02-04 20:00:00,61.39,61.39,61.39,61.39,61.39,61.39,61.39,61.39,61.39,61.39,61.39
2,2019-02-04 21:00:00,59.94,59.94,59.94,59.94,59.94,59.94,59.94,59.94,59.94,59.94,59.94
3,2019-02-04 22:00:00,76.44,76.44,76.44,76.44,76.44,76.44,76.44,76.44,76.44,76.44,76.44
4,2019-02-04 23:00:00,98.54,98.54,98.54,98.54,98.54,98.54,98.54,98.54,98.54,98.54,98.54
5,2019-02-05 00:00:00,100.94,100.94,100.94,100.94,100.94,100.94,100.94,100.94,100.94,100.94,100.94
6,2019-02-05 01:00:00,96.25,96.25,96.25,96.25,96.25,96.25,96.25,96.25,96.25,96.25,96.25
7,2019-02-05 02:00:00,101.27,101.27,101.27,101.27,101.27,101.27,101.27,101.27,101.27,101.27,101.27
8,2019-02-05 03:00:00,103.88,103.88,103.88,103.88,103.88,103.88,103.88,103.88,103.88,103.88,103.88
9,2019-02-05 04:00:00,114.56,114.56,114.56,114.56,114.56,114.56,114.56,114.56,114.56,114.56,114.56
10,2019-02-05 05:00:00,108.15,108.15,108.15,108.15,108.15,108.15,108.15,108.15,108.15,108.15,108.15
11,2019-02-05 06:00:00,102.58,102.58,102.58,102.58,102.58,102.58,102.58,102.58,102.58,102.58,102.58
12,2019-02-05 07:00:00,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91
13,2019-02-05 08:00:00,97.26,97.26,97.26,97.26,97.26,97.26,97.26,97.26,97.26,97.26,97.26
14,2019-02-05 09:00:00,103.24,103.24,103.24,103.24,103.24,103.24,103.24,103.24,103.24,103.24,103.24
15,2019-02-05 10:00:00,110.72,110.72,110.72,110.72,110.72,110.72,110.72,110.72,110.72,110.72,110.72
16,2019-02-05 11:00:00,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94
17,2019-02-05 12:00:00,96.22,96.22,96.22,96.22,96.22,96.22,96.22,96.22,96.22,96.22,96.22
18,2019-02-05 13:00:00,95.22,95.22,95.22,95.22,95.22,95.22,95.22,95.22,95.22,95.22,95.22
19,2019-02-05 14:00:00,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.2
20,2019-02-05 15:00:00,63.91,63.91,63.91,63.91,63.91,63.91,63.91,63.91,63.91,63.91,63.91
21,2019-02-05 16:00:00,66.57,66.57,66.57,66.57,66.57,66.57,66.57,66.57,66.57,66.57,66.57
22,2019-02-05 17:00:00,69.14,69.14,69.14,69.14,69.14,69.14,69.14,69.14,69.14,69.14,69.14
23,2019-02-05 18:00:00,67.76,67.76,67.76,67.76,67.76,67.76,67.76,67.76,67.76,67.76,67.76
24,2019-02-05 19:00:00,69.69,69.69,69.69,69.69,69.69,69.69,69.69,69.69,69.69,69.69,69.69
25,2019-02-05 20:00:00,71.88,71.88,71.88,71.88,71.88,71.88,71.88,71.88,71.88,71.88,71.88
26,2019-02-05 21:00:00,64.14,64.14,64.14,64.14,64.14,64.14,64.14,64.14,64.14,64.14,64.14
27,2019-02-05 22:00:00,72.33,72.33,72.33,72.33,72.33,72.33,72.33,72.33,72.33,72.33,72.33
28,2019-02-05 23:00:00,85.9,85.9,85.9,85.9,85.9,85.9,85.9,85.9,85.9,85.9,85.9
29,2019-02-06 00:00:00,93.98,93.98,93.98,93.98,93.98,93.98,93.98,93.98,93.98,93.98,93.98
30,2019-02-06 01:00:00,88.85,88.85,88.85,88.85,88.85,88.85,88.85,88.85,88.85,88.85,88.85
31,2019-02-06 02:00:00,89.66,89.66,89.66,89.66,89.66,89.66,89.66,89.66,89.66,89.66,89.66
32,2019-02-06 03:00:00,100.79,100.79,100.79,100.79,100.79,100.79,100.79,100.79,100.79,100.79,100.79
33,2019-02-06 04:00:00,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01
34,2019-02-06 05:00:00,106.37,106.37,106.37,106.37,106.37,106.37,106.37,106.37,106.37,106.37,106.37
35,2019-02-06 06:00:00,114.35,114.35,114.35,114.35,114.35,114.35,114.35,114.35,114.35,114.35,114.35
36,2019-02-06 07:00:00,111.24,111.24,111.24,111.24,111.24,111.24,111.24,111.24,111.24,111.24,111.24
37,2019-02-06 08:00:00,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78
38,2019-02-06 09:00:00,144.8,144.8,144.8,144.8,144.8,144.8,144.8,144.8,144.8,144.8,144.8
39,2019-02-06 10:00:00,128.86,128.86,128.86,128.86,128.86,128.86,128.86,128.86,128.86,128.86,128.86
40,2019-02-06 11:00:00,98.88,98.88,98.88,98.88,98.88,98.88,98.88,98.88,98.88,98.88,98.88
41,2019-02-06 12:00:00,67.69,67.69,67.69,67.69,67.69,67.69,67.69,67.69,67.69,67.69,67.69
42,2019-02-06 13:00:00,48.81,48.81,48.81,48.81,48.81,48.81,48.81,48.81,48.81,48.81,48.81
43,2019-02-06 14:00:00,46.62,46.62,46.62,46.62,46.62,46.62,46.62,46.62,46.62,46.62,46.62
44,2019-02-06 15:00:00,46.14,46.14,46.14,46.14,46.14,46.14,46.14,46.14,46.14,46.14,46.14
45,2019-02-06 16:00:00,40.34,40.34,40.34,40.34,40.34,40.34,40.34,40.34,40.34,40.34,40.34
46,2019-02-06 17:00:00,38.54,38.54,38.54,38.54,38.54,38.54,38.54,38.54,38.54,38.54,38.54
47,2019-02-06 18:00:00,32.1,32.1,32.1,32.1,32.1,32.1,32.1,32.1,32.1,32.1,32.1
48,2019-02-06 19:00:00,33.68,33.68,33.68,33.68,33.68,33.68,33.68,33.68,33.68,33.68,33.68
49,2019-02-06 20:00:00,42.98,42.98,42.98,42.98,42.98,42.98,42.98,42.98,42.98,42.98,42.98
50,2019-02-06 21:00:00,60.62,60.62,60.62,60.62,60.62,60.62,60.62,60.62,60.62,60.62,60.62
51,2019-02-06 22:00:00,74.78,74.78,74.78,74.78,74.78,74.78,74.78,74.78,74.78,74.78,74.78
52,2019-02-06 23:00:00,76.84,76.84,76.84,76.84,76.84,76.84,76.84,76.84,76.84,76.84,76.84
53,2019-02-07 00:00:00,70.71,70.71,70.71,70.71,70.71,70.71,70.71,70.71,70.71,70.71,70.71
54,2019-02-07 01:00:00,65.44,65.44,65.44,65.44,65.44,65.44,65.44,65.44,65.44,65.44,65.44
55,2019-02-07 02:00:00,67.26,67.26,67.26,67.26,67.26,67.26,67.26,67.26,67.26,67.26,67.26
56,2019-02-07 03:00:00,56.58,56.58,56.58,56.58,56.58,56.58,56.58,56.58,56.58,56.58,56.58
57,2019-02-07 04:00:00,50.32,50.32,50.32,50.32,50.32,50.32,50.32,50.32,50.32,50.32,50.32
58,2019-02-07 05:00:00,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5
59,2019-02-07 06:00:00,42.39,42.39,42.39,42.39,42.39,42.39,42.39,42.39,42.39,42.39,42.39
60,2019-02-07 07:00:00,42.64,42.64,42.64,42.64,42.64,42.64,42.64,42.64,42.64,42.64,42.64
61,2019-02-07 08:00:00,37.25,37.25,37.25,37.25,37.25,37.25,37.25,37.25,37.25,37.25,37.25
62,2019-02-07 09:00:00,44.06,44.06,44.06,44.06,44.06,44.06,44.06,44.06,44.06,44.06,44.06
63,2019-02-07 10:00:00,39.72,39.72,39.72,39.72,39.72,39.72,39.72,39.72,39.72,39.72,39.72
64,2019-02-07 11:00:00,37.77,37.77,37.77,37.77,37.77,37.77,37.77,37.77,37.77,37.77,37.77
65,2019-02-07 12:00:00,33.66,33.66,33.66,33.66,33.66,33.66,33.66,33.66,33.66,33.66,33.66
66,2019-02-07 13:00:00,31.28,31.28,31.28,31.28,31.28,31.28,31.28,31.28,31.28,31.28,31.28
67,2019-02-07 14:00:00,29.48,29.48,29.48,29.48,29.48,29.48,29.48,29.48,29.48,29.48,29.48
68,2019-02-07 15:00:00,34.41,34.41,34.41,34.41,34.41,34.41,34.41,34.41,34.41,34.41,34.41
69,2019-02-07 16:00:00,31.69,31.69,31.69,31.69,31.69,31.69,31.69,31.69,31.69,31.69,31.69
70,2019-02-07 17:00:00,25.86,25.86,25.86,25.86,25.86,25.86,25.86,25.86,25.86,25.86,25.86
71,2019-02-07 18:00:00,18.68,18.68,18.68,18.68,18.68,18.68,18.68,18.68,18.68,18.68,18.68
72,2019-02-07 19:00:00,15.47,15.47,15.47,15.47,15.47,15.47,15.47,15.47,15.47,15.47,15.47
73,2019-02-07 20:00:00,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93
74,2019-02-07 21:00:00,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95
75,2019-02-07 22:00:00,32.76,32.76,32.76,32.76,32.76,32.76,32.76,32.76,32.76,32.76,32.76
76,2019-02-07 23:00:00,54.06,54.06,54.06,54.06,54.06,54.06,54.06,54.06,54.06,54.06,54.06
77,2019-02-08 00:00:00,61.75,61.75,61.75,61.75,61.75,61.75,61.75,61.75,61.75,61.75,61.75
78,2019-02-08 01:00:00,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1
79,2019-02-08 02:00:00,59.89,59.89,59.89,59.89,59.89,59.89,59.89,59.89,59.89,59.89,59.89
80,2019-02-08 03:00:00,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11,62.11
81,2019-02-08 04:00:00,67.24,67.24,67.24,67.24,67.24,67.24,67.24,67.24,67.24,67.24,67.24
82,2019-02-08 05:00:00,59.35,59.35,59.35,59.35,59.35,59.35,59.35,59.35,59.35,59.35,59.35
83,2019-02-08 06:00:00,65.41,65.41,65.41,65.41,65.41,65.41,65.41,65.41,65.41,65.41,65.41
84,2019-02-08 07:00:00,68.21,68.21,68.21,68.21,68.21,68.21,68.21,68.21,68.21,68.21,68.21
85,2019-02-08 08:00:00,79.33,79.33,79.33,79.33,79.33,79.33,79.33,79.33,79.33,79.33,79.33
86,2019-02-08 09:00:00,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28
87,2019-02-08 10:00:00,104.32,104.32,104.32,104.32,104.32,104.32,104.32,104.32,104.32,104.32,104.32
88,2019-02-08 11:00:00,103.85,103.85,103.85,103.85,103.85,103.85,103.85,103.85,103.85,103.85,103.85
89,2019-02-08 12:00:00,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1
90,2019-02-08 13:00:00,103.31,103.31,103.31,103.31,103.31,103.31,103.31,103.31,103.31,103.31,103.31
91,2019-02-08 14:00:00,97.84,97.84,97.84,97.84,97.84,97.84,97.84,97.84,97.84,97.84,97.84
92,2019-02-08 15:00:00,92.01,92.01,92.01,92.01,92.01,92.01,92.01,92.01,92.01,92.01,92.01
93,2019-02-08 16:00:00,97.88,97.88,97.88,97.88,97.88,97.88,97.88,97.88,97.88,97.88,97.88
94,2019-02-08 17:00:00,88.42,88.42,88.42,88.42,88.42,88.42,88.42,88.42,88.42,88.42,88.42
95,2019-02-08 18:00:00,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8
96,2019-02-08 19:00:00,79.97,79.97,79.97,79.97,79.97,79.97,79.97,79.97,79.97,79.97,79.97
97,2019-02-08 20:00:00,80.19,80.19,80.19,80.19,80.19,80.19,80.19,80.19,80.19,80.19,80.19
98,2019-02-08 21:00:00,85.33,85.33,85.33,85.33,85.33,85.33,85.33,85.33,85.33,85.33,85.33
99,2019-02-08 22:00:00,92.94,92.94,92.94,92.94,92.94,92.94,92.94,92.94,92.94,92.94,92.94
100,2019-02-08 23:00:00,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18
101,2019-02-09 00:00:00,112.61,112.61,112.61,112.61,112.61,112.61,112.61,112.61,112.61,112.61,112.61
102,2019-02-09 01:00:00,107.79,107.79,107.79,107.79,107.79,107.79,107.79,107.79,107.79,107.79,107.79
103,2019-02-09 02:00:00,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81
104,2019-02-09 03:00:00,116.16,116.16,116.16,116.16,116.16,116.16,116.16,116.16,116.16,116.16,116.16
105,2019-02-09 04:00:00,112.68,112.68,112.68,112.68,112.68,112.68,112.68,112.68,112.68,112.68,112.68
106,2019-02-09 05:00:00,107.27,107.27,107.27,107.27,107.27,107.27,107.27,107.27,107.27,107.27,107.27
107,2019-02-09 06:00:00,105.33,105.33,105.33,105.33,105.33,105.33,105.33,105.33,105.33,105.33,105.33
108,2019-02-09 07:00:00,90.19,90.19,90.19,90.19,90.19,90.19,90.19,90.19,90.19,90.19,90.19
109,2019-02-09 08:00:00,106.08,106.08,106.08,106.08,106.08,106.08,106.08,106.08,106.08,106.08,106.08
110,2019-02-09 09:00:00,115.53,115.53,115.53,115.53,115.53,115.53,115.53,115.53,115.53,115.53,115.53
111,2019-02-09 10:00:00,121.7,121.7,121.7,121.7,121.7,121.7,121.7,121.7,121.7,121.7,121.7
112,2019-02-09 11:00:00,115.81,115.81,115.81,115.81,115.81,115.81,115.81,115.81,115.81,115.81,115.81
113,2019-02-09 12:00:00,103.16,103.16,103.16,103.16,103.16,103.16,103.16,103.16,103.16,103.16,103.16
114,2019-02-09 13:00:00,88.27,88.27,88.27,88.27,88.27,88.27,88.27,88.27,88.27,88.27,88.27
115,2019-02-09 14:00:00,73.47,73.47,73.47,73.47,73.47,73.47,73.47,73.47,73.47,73.47,73.47
116,2019-02-09 15:00:00,76.91,76.91,76.91,76.91,76.91,76.91,76.91,76.91,76.91,76.91,76.91
117,2019-02-09 16:00:00,69.86,69.86,69.86,69.86,69.86,69.86,69.86,69.86,69.86,69.86,69.86
118,2019-02-09 17:00:00,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9
119,2019-02-09 18:00:00,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8
120,2019-02-09 19:00:00,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15,53.15
121,2019-02-09 20:00:00,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2
122,2019-02-09 21:00:00,45.11,45.11,45.11,45.11,45.11,45.11,45.11,45.11,45.11,45.11,45.11
123,2019-02-09 22:00:00,62.72,62.72,62.72,62.72,62.72,62.72,62.72,62.72,62.72,62.72,62.72
124,2019-02-09 23:00:00,57.76,57.76,57.76,57.76,57.76,57.76,57.76,57.76,57.76,57.76,57.76
125,2019-02-10 00:00:00,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09
126,2019-02-10 01:00:00,55.32,55.32,55.32,55.32,55.32,55.32,55.32,55.32,55.32,55.32,55.32
127,2019-02-10 02:00:00,46.81,46.81,46.81,46.81,46.81,46.81,46.81,46.81,46.81,46.81,46.81
128,2019-02-10 03:00:00,43.66,43.66,43.66,43.66,43.66,43.66,43.66,43.66,43.66,43.66,43.66
129,2019-02-10 04:00:00,61.52,61.52,61.52,61.52,61.52,61.52,61.52,61.52,61.52,61.52,61.52
130,2019-02-10 05:00:00,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89
131,2019-02-10 06:00:00,60.82,60.82,60.82,60.82,60.82,60.82,60.82,60.82,60.82,60.82,60.82
132,2019-02-10 07:00:00,62.29,62.29,62.29,62.29,62.29,62.29,62.29,62.29,62.29,62.29,62.29
133,2019-02-10 08:00:00,70.53,70.53,70.53,70.53,70.53,70.53,70.53,70.53,70.53,70.53,70.53
134,2019-02-10 09:00:00,73.09,73.09,73.09,73.09,73.09,73.09,73.09,73.09,73.09,73.09,73.09
135,2019-02-10 10:00:00,91.89,91.89,91.89,91.89,91.89,91.89,91.89,91.89,91.89,91.89,91.89
136,2019-02-10 11:00:00,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77
137,2019-02-10 12:00:00,85.7,85.7,85.7,85.7,85.7,85.7,85.7,85.7,85.7,85.7,85.7
138,2019-02-10 13:00:00,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74
139,2019-02-10 14:00:00,56.91,56.91,56.91,56.91,56.91,56.91,56.91,56.91,56.91,56.91,56.91
140,2019-02-10 15:00:00,57.08,57.08,57.08,57.08,57.08,57.08,57.08,57.08,57.08,57.08,57.08
141,2019-02-10 16:00:00,52.07,52.07,52.07,52.07,52.07,52.07,52.07,52.07,52.07,52.07,52.07
142,2019-02-10 17:00:00,45.82,45.82,45.82,45.82,45.82,45.82,45.82,45.82,45.82,45.82,45.82
143,2019-02-10 18:00:00,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59
144,2019-02-10 19:00:00,52.13,52.13,52.13,52.13,52.13,52.13,52.13,52.13,52.13,52.13,52.13
145,2019-02-10 20:00:00,52.07,52.07,52.07,52.07,52.07,52.07,52.07,52.07,52.07,52.07,52.07
146,2019-02-10 21:00:00,46.53,46.53,46.53,46.53,46.53,46.53,46.53,46.53,46.53,46.53,46.53
147,2019-02-10 22:00:00,44.35,44.35,44.35,44.35,44.35,44.35,44.35,44.35,44.35,44.35,44.35
148,2019-02-10 23:00:00,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91,55.91
149,2019-02-11 00:00:00,54.35,54.35,54.35,54.35,54.35,54.35,54.35,54.35,54.35,54.35,54.35
150,2019-02-11 01:00:00,59.23,59.23,59.23,59.23,59.23,59.23,59.23,59.23,59.23,59.23,59.23
151,2019-02-11 02:00:00,64.06,64.06,64.06,64.06,64.06,64.06,64.06,64.06,64.06,64.06,64.06
152,2019-02-11 03:00:00,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21
153,2019-02-11 04:00:00,72.42,72.42,72.42,72.42,72.42,72.42,72.42,72.42,72.42,72.42,72.42
154,2019-02-11 05:00:00,67.73,67.73,67.73,67.73,67.73,67.73,67.73,67.73,67.73,67.73,67.73
155,2019-02-11 06:00:00,66.53,66.53,66.53,66.53,66.53,66.53,66.53,66.53,66.53,66.53,66.53
156,2019-02-11 07:00:00,65.51,65.51,65.51,65.51,65.51,65.51,65.51,65.51,65.51,65.51,65.51
157,2019-02-11 08:00:00,65.67,65.67,65.67,65.67,65.67,65.67,65.67,65.67,65.67,65.67,65.67
158,2019-02-11 09:00:00,97.65,97.65,97.65,97.65,97.65,97.65,97.65,97.65,97.65,97.65,97.65
159,2019-02-11 10:00:00,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81
160,2019-02-11 11:00:00,132.22,132.22,132.22,132.22,132.22,132.22,132.22,132.22,132.22,132.22,132.22
161,2019-02-11 12:00:00,108.33,108.33,108.33,108.33,108.33,108.33,108.33,108.33,108.33,108.33,108.33
162,2019-02-11 13:00:00,80.88,80.88,80.88,80.88,80.88,80.88,80.88,80.88,80.88,80.88,80.88
163,2019-02-11 14:00:00,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46,63.46
164,2019-02-11 15:00:00,57.51,57.51,57.51,57.51,57.51,57.51,57.51,57.51,57.51,57.51,57.51
165,2019-02-11 16:00:00,54.11,54.11,54.11,54.11,54.11,54.11,54.11,54.11,54.11,54.11,54.11
166,2019-02-11 17:00:00,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95,52.95
167,2019-02-11 18:00:00,44.24,44.24,44.24,44.24,44.24,44.24,44.24,44.24,44.24,44.24,44.24
168,2019-02-11 19:00:00,41.82,41.82,41.82,41.82,41.82,41.82,41.82,41.82,41.82,41.82,41.82
169,2019-02-11 20:00:00,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0
170,2019-02-11 21:00:00,86.57,86.57,86.57,86.57,86.57,86.57,86.57,86.57,86.57,86.57,86.57
171,2019-02-11 22:00:00,101.06,101.06,101.06,101.06,101.06,101.06,101.06,101.06,101.06,101.06,101.06
172,2019-02-11 23:00:00,91.86,91.86,91.86,91.86,91.86,91.86,91.86,91.86,91.86,91.86,91.86
173,2019-02-12 00:00:00,87.47,87.47,87.47,87.47,87.47,87.47,87.47,87.47,87.47,87.47,87.47
174,2019-02-12 01:00:00,83.92,83.92,83.92,83.92,83.92,83.92,83.92,83.92,83.92,83.92,83.92
175,2019-02-12 02:00:00,79.32,79.32,79.32,79.32,79.32,79.32,79.32,79.32,79.32,79.32,79.32
176,2019-02-12 03:00:00,86.84,86.84,86.84,86.84,86.84,86.84,86.84,86.84,86.84,86.84,86.84
177,2019-02-12 04:00:00,84.78,84.78,84.78,84.78,84.78,84.78,84.78,84.78,84.78,84.78,84.78
178,2019-02-12 05:00:00,90.94,90.94,90.94,90.94,90.94,90.94,90.94,90.94,90.94,90.94,90.94
179,2019-02-12 06:00:00,95.05,95.05,95.05,95.05,95.05,95.05,95.05,95.05,95.05,95.05,95.05
180,2019-02-12 07:00:00,85.5,85.5,85.5,85.5,85.5,85.5,85.5,85.5,85.5,85.5,85.5
181,2019-02-12 08:00:00,95.07,95.07,95.07,95.07,95.07,95.07,95.07,95.07,95.07,95.07,95.07
182,2019-02-12 09:00:00,97.97,97.97,97.97,97.97,97.97,97.97,97.97,97.97,97.97,97.97,97.97
183,2019-02-12 10:00:00,109.28,109.28,109.28,109.28,109.28,109.28,109.28,109.28,109.28,109.28,109.28
184,2019-02-12 11:00:00,121.05,121.05,121.05,121.05,121.05,121.05,121.05,121.05,121.05,121.05,121.05
185,2019-02-12 12:00:00,115.25,115.25,115.25,115.25,115.25,115.25,115.25,115.25,115.25,115.25,115.25
186,2019-02-12 13:00:00,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99
187,2019-02-12 14:00:00,68.42,68.42,68.42,68.42,68.42,68.42,68.42,68.42,68.42,68.42,68.42
188,2019-02-12 15:00:00,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09
189,2019-02-12 16:00:00,50.54,50.54,50.54,50.54,50.54,50.54,50.54,50.54,50.54,50.54,50.54
190,2019-02-12 17:00:00,48.57,48.57,48.57,48.57,48.57,48.57,48.57,48.57,48.57,48.57,48.57
191,2019-02-12 18:00:00,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6
192,2019-02-12 19:00:00,36.95,36.95,36.95,36.95,36.95,36.95,36.95,36.95,36.95,36.95,36.95
193,2019-02-12 20:00:00,38.18,38.18,38.18,38.18,38.18,38.18,38.18,38.18,38.18,38.18,38.18
194,2019-02-12 21:00:00,48.71,48.71,48.71,48.71,48.71,48.71,48.71,48.71,48.71,48.71,48.71
195,2019-02-12 22:00:00,74.34,74.34,74.34,74.34,74.34,74.34,74.34,74.34,74.34,74.34,74.34
196,2019-02-12 23:00:00,102.02,102.02,102.02,102.02,102.02,102.02,102.02,102.02,102.02,102.02,102.02
197,2019-02-13 00:00:00,112.09,112.09,112.09,112.09,112.09,112.09,112.09,112.09,112.09,112.09,112.09
198,2019-02-13 01:00:00,124.43,124.43,124.43,124.43,124.43,124.43,124.43,124.43,124.43,124.43,124.43
199,2019-02-13 02:00:00,107.92,107.92,107.92,107.92,107.92,107.92,107.92,107.92,107.92,107.92,107.92
200,2019-02-13 03:00:00,93.54,93.54,93.54,93.54,93.54,93.54,93.54,93.54,93.54,93.54,93.54
201,2019-02-13 04:00:00,81.58,81.58,81.58,81.58,81.58,81.58,81.58,81.58,81.58,81.58,81.58
202,2019-02-13 05:00:00,73.05,73.05,73.05,73.05,73.05,73.05,73.05,73.05,73.05,73.05,73.05
203,2019-02-13 06:00:00,88.01,88.01,88.01,88.01,88.01,88.01,88.01,88.01,88.01,88.01,88.01
204,2019-02-13 07:00:00,81.13,81.13,81.13,81.13,81.13,81.13,81.13,81.13,81.13,81.13,81.13
205,2019-02-13 08:00:00,108.11,108.11,108.11,108.11,108.11,108.11,108.11,108.11,108.11,108.11,108.11
206,2019-02-13 09:00:00,137.38,137.38,137.38,137.38,137.38,137.38,137.38,137.38,137.38,137.38,137.38
207,2019-02-13 10:00:00,150.36,150.36,150.36,150.36,150.36,150.36,150.36,150.36,150.36,150.36,150.36
208,2019-02-13 11:00:00,156.4,156.4,156.4,156.4,156.4,156.4,156.4,156.4,156.4,156.4,156.4
209,2019-02-13 12:00:00,137.68,137.68,137.68,137.68,137.68,137.68,137.68,137.68,137.68,137.68,137.68
210,2019-02-13 13:00:00,113.62,113.62,113.62,113.62,113.62,113.62,113.62,113.62,113.62,113.62,113.62
211,2019-02-13 14:00:00,97.94,97.94,97.94,97.94,97.94,97.94,97.94,97.94,97.94,97.94,97.94
212,2019-02-13 15:00:00,88.16,88.16,88.16,88.16,88.16,88.16,88.16,88.16,88.16,88.16,88.16
213,2019-02-13 16:00:00,79.64,79.64,79.64,79.64,79.64,79.64,79.64,79.64,79.64,79.64,79.64
214,2019-02-13 17:00:00,61.87,61.87,61.87,61.87,61.87,61.87,61.87,61.87,61.87,61.87,61.87
215,2019-02-13 18:00:00,48.54,48.54,48.54,48.54,48.54,48.54,48.54,48.54,48.54,48.54,48.54
216,2019-02-13 19:00:00,37.27,37.27,37.27,37.27,37.27,37.27,37.27,37.27,37.27,37.27,37.27
217,2019-02-13 20:00:00,50.66,50.66,50.66,50.66,50.66,50.66,50.66,50.66,50.66,50.66,50.66
218,2019-02-13 21:00:00,44.99,44.99,44.99,44.99,44.99,44.99,44.99,44.99,44.99,44.99,44.99
219,2019-02-13 22:00:00,47.39,47.39,47.39,47.39,47.39,47.39,47.39,47.39,47.39,47.39,47.39
220,2019-02-13 23:00:00,54.84,54.84,54.84,54.84,54.84,54.84,54.84,54.84,54.84,54.84,54.84
221,2019-02-14 00:00:00,54.72,54.72,54.72,54.72,54.72,54.72,54.72,54.72,54.72,54.72,54.72
222,2019-02-14 01:00:00,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14,53.14
223,2019-02-14 02:00:00,54.84,54.84,54.84,54.84,54.84,54.84,54.84,54.84,54.84,54.84,54.84
224,2019-02-14 03:00:00,56.5,56.5,56.5,56.5,56.5,56.5,56.5,56.5,56.5,56.5,56.5
225,2019-02-14 04:00:00,61.15,61.15,61.15,61.15,61.15,61.15,61.15,61.15,61.15,61.15,61.15
226,2019-02-14 05:00:00,64.13,64.13,64.13,64.13,64.13,64.13,64.13,64.13,64.13,64.13,64.13
227,2019-02-14 06:00:00,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78
228,2019-02-14 07:00:00,51.16,51.16,51.16,51.16,51.16,51.16,51.16,51.16,51.16,51.16,51.16
229,2019-02-14 08:00:00,44.92,44.92,44.92,44.92,44.92,44.92,44.92,44.92,44.92,44.92,44.92
230,2019-02-14 09:00:00,62.39,62.39,62.39,62.39,62.39,62.39,62.39,62.39,62.39,62.39,62.39
231,2019-02-14 10:00:00,63.5,63.5,63.5,63.5,63.5,63.5,63.5,63.5,63.5,63.5,63.5
232,2019-02-14 11:00:00,63.58,63.58,63.58,63.58,63.58,63.58,63.58,63.58,63.58,63.58,63.58
233,2019-02-14 12:00:00,70.94,70.94,70.94,70.94,70.94,70.94,70.94,70.94,70.94,70.94,70.94
234,2019-02-14 13:00:00,70.59,70.59,70.59,70.59,70.59,70.59,70.59,70.59,70.59,70.59,70.59
235,2019-02-14 14:00:00,60.72,60.72,60.72,60.72,60.72,60.72,60.72,60.72,60.72,60.72,60.72
